respondent_id,graduate_id,age_group,highest_education_level,programming_level_before,programming_level_after,employment_before,employment_after,employment_type_before,employment_type_after,it_before,it_after,programmer_after,continued_studying,post_training_study_type,course,cohort,improved_job_profile,interested_job_opportunities
828,2663,45+,Tertiary Complete,Trainee,Junior,Unemployed and Looking for Work,Unemployed and Looking for Work,Employee,Own Business,False,False,False,False,,Testing QA,2021-1,A Lot,False
829,502,25-34,Tertiary Complete,Semi Senior,Semi Senior,Employed,Employed,Self-employed,Informal Worker,True,True,True,True,Paid Tertiary Education;Free University Education,FullStack Java,2021-1,Neutral,False
830,996,45+,Tertiary Complete,No Programming Knowledge,Trainee,Employed,Employed,Employee,Informal Worker,False,True,False,True,Paid Annual Course,UX/UI Design,2022-1,Neutral,False
831,1361,25-34,University Incomplete,Trainee,Trainee,Employed,Employed,Own Business,Self-employed,False,False,False,False,,UX/UI Design,2020-2,A Lot,True
832,2857,45+,University Complete,No Programming Knowledge,Trainee,Unemployed and Looking for Work,Unemployed and Looking for Work,Informal Worker,Own Business,False,False,False,True,Paid University Education;Free Annual Course;Paid Quarterly Course,Big Data,2021-1,A Little,False
833,920,Under 25,University Incomplete,Trainee,Trainee,Unemployed and Not Looking for Work,Unemployed and Not Looking for Work,Self-employed,Informal Worker,False,False,False,True,Paid Quarterly Course;Free Tertiary Education,FullStack Java,2022-1,Neutral,False
834,2277,35-44,Tertiary Incomplete,Trainee,Junior,Unemployed and Looking for Work,Employed,Self-employed,Employee,False,True,True,True,Paid Quarterly Course;Paid University Education;Free University Education,FullStack Java,2020-2,A Little,True
835,1035,Under 25,University Incomplete,Senior,Senior,Unemployed and Looking for Work,Unemployed and Looking for Work,Informal Worker,Own Business,False,False,False,False,,FullStack Java,2020-2,Quite a Bit,True
836,1594,25-34,Tertiary Incomplete,No Programming Knowledge,Senior,Employed,Employed,Self-employed,Self-employed,False,False,False,False,,Testing QA,2022-1,Quite a Bit,True
837,2700,35-44,Secondary Complete,No Programming Knowledge,Trainee,Unemployed and Looking for Work,Retired,Employee,Informal Worker,False,False,False,True,Free Annual Course;Paid Tertiary Education;Other,UX/UI Design,2022-1,A Lot,False
838,2544,25-34,University Complete,Semi Senior,Senior,Employed,Employed,Informal Worker,Own Business,False,False,False,False,,FullStack PHP,2021-1,A Lot,True
839,1370,25-34,University Complete,Junior,Senior,Employed,Employed,Self-employed,Self-employed,False,False,False,True,Paid Quarterly Course,Big Data,2020-2,Neutral,True
840,385,45+,Postgraduate Complete,No Programming Knowledge,Trainee,Unemployed and Looking for Work,Unemployed and Looking for Work,Own Business,Own Business,False,False,False,False,,FullStack JavaScript / Node.js,2021-1,A Lot,False
841,1086,Under 25,University Incomplete,Semi Senior,Junior,Unemployed and Looking for Work,Unemployed and Looking for Work,Informal Worker,Own Business,False,False,False,True,Paid Annual Course;Free University Education,Testing QA,2022-1,A Lot,True
842,438,45+,University Incomplete,No Programming Knowledge,Junior,Employed,Employed,Self-employed,Employee,True,True,False,True,Free Tertiary Education;Paid Quarterly Course,FullStack Java,2021-1,A Lot,True
843,1621,35-44,Tertiary Complete,No Programming Knowledge,Trainee,Employed,Employed,Informal Worker,Employee,False,True,False,False,,Testing QA,2021-1,A Little,True
844,93,35-44,Postgraduate Complete,No Programming Knowledge,Junior,Unemployed and Looking for Work,Unemployed and Looking for Work,Self-employed,Own Business,False,False,False,False,,UX/UI Design,2021-1,A Little,False
845,2155,Under 25,Secondary Complete,No Programming Knowledge,Trainee,Employed,Employed,Own Business,Informal Worker,False,False,False,True,Free Annual Course,Testing QA,2021-1,Quite a Bit,False
846,404,25-34,Secondary Complete,No Programming Knowledge,Trainee,Unemployed and Looking for Work,Unemployed and Looking for Work,Employee,Employee,False,False,False,True,Other;Free University Education;Free Tertiary Education,Big Data,2020-2,Quite a Bit,False
847,1755,Under 25,Tertiary Incomplete,Trainee,Trainee,Employed,Employed,Employee,Own Business,True,False,False,True,Paid Tertiary Education;Other,Testing QA,2022-1,Neutral,True
848,1900,25-34,Tertiary Complete,Trainee,Junior,Unemployed and Looking for Work,Employed,Self-employed,Own Business,False,True,True,True,Free Tertiary Education;Free University Education;Paid Quarterly Course,Testing QA,2020-2,Quite a Bit,True
849,1451,Under 25,Secondary Complete,Junior,Junior,Employed,Employed,Self-employed,Informal Worker,True,False,False,True,Paid University Education;Other;Free University Education,FullStack Java,2021-2,Not at All,False
850,2627,25-34,Secondary Complete,Junior,Semi Senior,Unemployed and Looking for Work,Unemployed and Looking for Work,Self-employed,Own Business,False,False,False,True,Paid University Education;Free Tertiary Education;Paid Tertiary Education,FullStack PHP,2021-2,Not at All,True
851,1095,Under 25,University Incomplete,Trainee,Junior,Employed,Employed,Self-employed,Employee,False,True,True,True,Other;Free Tertiary Education,Testing QA,2021-1,A Little,True
852,1572,25-34,Postgraduate Complete,No Programming Knowledge,Trainee,Employed,Unemployed and Not Looking for Work,Own Business,Self-employed,False,False,False,True,Free Tertiary Education,FullStack Python,2022-1,Not at All,False
853,678,Under 25,Secondary Complete,Junior,Junior,Unemployed and Not Looking for Work,Unemployed and Not Looking for Work,Own Business,Informal Worker,False,False,False,True,Paid Quarterly Course,UX/UI Design,2022-1,A Little,True
854,2236,25-34,Tertiary Complete,Junior,Junior,Employed,Employed,Employee,Own Business,False,False,False,True,Other,FullStack Python,2021-2,Neutral,True
855,1118,25-34,Tertiary Incomplete,Trainee,Junior,Unemployed and Not Looking for Work,Unemployed and Looking for Work,Employee,Employee,False,False,False,True,Paid Tertiary Education,Big Data,2021-1,Not at All,False
856,2874,Under 25,Tertiary Incomplete,Junior,Trainee,Employed,Employed,Self-employed,Self-employed,True,True,True,True,Free Quarterly Course;Other;Paid Quarterly Course,FullStack Java,2020-2,Quite a Bit,True
857,1557,35-44,Postgraduate Incomplete,Trainee,Trainee,Employed,Unemployed and Looking for Work,Self-employed,Own Business,False,False,False,False,,Big Data,2020-2,Quite a Bit,True
858,504,Under 25,Secondary Complete,Trainee,Junior,Unemployed and Looking for Work,Unemployed and Looking for Work,Own Business,Own Business,False,False,False,True,Paid Quarterly Course;Free University Education;Paid Tertiary Education,Testing QA,2022-1,A Little,True
859,1248,35-44,Secondary Complete,Senior,Senior,Employed,Employed,Own Business,Employee,False,False,False,True,Free University Education,Testing QA,2020-2,A Lot,True
860,345,25-34,University Incomplete,No Programming Knowledge,Trainee,Unemployed and Looking for Work,Employed,Self-employed,Employee,False,False,False,True,Free Tertiary Education;Free Annual Course,FullStack JavaScript / Node.js,2021-1,Neutral,True
861,1912,Under 25,Tertiary Incomplete,Senior,Senior,Unemployed and Looking for Work,Unemployed and Looking for Work,Own Business,Employee,False,False,False,False,,FullStack Python,2021-2,A Little,False
862,1326,Under 25,Secondary Complete,No Programming Knowledge,Trainee,Unemployed and Looking for Work,Employed,Employee,Informal Worker,False,False,False,False,,FullStack JavaScript / Node.js,2022-1,Neutral,True
863,488,45+,Postgraduate Complete,Trainee,Trainee,Unemployed and Looking for Work,Employed,Informal Worker,Own Business,False,False,False,False,,FullStack Java,2021-2,Not at All,True
864,174,25-34,University Complete,No Programming Knowledge,Junior,Employed,Employed,Own Business,Self-employed,False,True,False,False,,FullStack PHP,2021-1,Quite a Bit,False
865,1296,25-34,Tertiary Incomplete,Junior,Trainee,Employed,Employed,Employee,Own Business,False,False,False,True,Free Quarterly Course,UX/UI Design,2020-2,A Lot,True
866,602,Under 25,Secondary Complete,No Programming Knowledge,Trainee,Unemployed and Looking for Work,Unemployed and Looking for Work,Informal Worker,Informal Worker,False,False,False,True,Paid Annual Course;Paid Tertiary Education;Paid University Education,UX/UI Design,2020-2,Neutral,True
867,550,25-34,Secondary Complete,No Programming Knowledge,Trainee,Unemployed and Looking for Work,Employed,Own Business,Self-employed,False,True,True,False,,FullStack Java,2022-1,A Lot,True
868,1256,25-34,Secondary Complete,Trainee,Trainee,Employed,Unemployed and Looking for Work,Employee,Informal Worker,False,False,False,False,,UX/UI Design,2022-1,Not at All,True
869,610,45+,Postgraduate Complete,Semi Senior,Semi Senior,Unemployed and Looking for Work,Unemployed and Looking for Work,Self-employed,Self-employed,False,False,False,False,,FullStack PHP,2021-1,Quite a Bit,True
870,1601,35-44,University Complete,Semi Senior,Junior,Unemployed and Not Looking for Work,Employed,Informal Worker,Own Business,False,True,False,True,Other;Paid Annual Course;Free Quarterly Course,UX/UI Design,2022-1,Not at All,False
871,1657,35-44,University Complete,No Programming Knowledge,Trainee,Unemployed and Looking for Work,Unemployed and Looking for Work,Own Business,Employee,False,False,False,True,Free Annual Course;Paid University Education;Free Quarterly Course,FullStack PHP,2022-1,Not at All,False
872,2366,Under 25,Tertiary Complete,Trainee,Trainee,Employed,Employed,Informal Worker,Self-employed,False,True,False,True,Other;Free University Education;Free Tertiary Education,FullStack Java,2021-2,Not at All,True
873,2655,35-44,University Incomplete,Semi Senior,Semi Senior,Unemployed and Not Looking for Work,Unemployed and Looking for Work,Informal Worker,Informal Worker,False,False,False,False,,FullStack Java,2020-2,A Little,True
874,1992,35-44,Secondary Complete,Trainee,Trainee,Employed,Employed,Informal Worker,Informal Worker,True,False,False,True,Free Annual Course;Free University Education,Big Data,2022-1,Neutral,True
875,1839,25-34,University Incomplete,Trainee,Trainee,Unemployed and Looking for Work,Unemployed and Looking for Work,Self-employed,Informal Worker,False,False,False,True,Free Tertiary Education;Paid Annual Course;Free Annual Course,FullStack PHP,2021-2,Not at All,True
876,480,35-44,Postgraduate Complete,No Programming Knowledge,Trainee,Employed,Employed,Own Business,Employee,False,False,False,True,Paid University Education;Paid Annual Course,Testing QA,2021-2,Quite a Bit,True
877,439,45+,Tertiary Complete,Junior,Junior,Employed,Employed,Self-employed,Informal Worker,False,False,False,True,Paid Quarterly Course;Paid University Education,UX/UI Design,2020-2,Neutral,True
878,1635,Under 25,University Incomplete,Trainee,Junior,Employed,Employed,Informal Worker,Self-employed,True,True,False,True,Paid Annual Course,FullStack JavaScript / Node.js,2020-2,Not at All,True
879,1605,35-44,Tertiary Complete,No Programming Knowledge,Junior,Employed,Employed,Own Business,Self-employed,False,False,False,False,,FullStack Python,2021-2,Quite a Bit,False
880,1747,25-34,Tertiary Incomplete,Junior,Junior,Unemployed and Looking for Work,Employed,Employee,Informal Worker,False,False,False,True,Free Annual Course,FullStack Python,2022-1,Quite a Bit,True
881,598,35-44,Postgraduate Complete,Trainee,Junior,Unemployed and Looking for Work,Employed,Employee,Own Business,False,True,True,False,,Testing QA,2020-2,A Lot,True
882,1171,Under 25,University Incomplete,No Programming Knowledge,Junior,Employed,Unemployed and Not Looking for Work,Self-employed,Employee,False,False,False,True,Free University Education;Paid Quarterly Course,UX/UI Design,2021-2,Not at All,True
883,2595,35-44,Postgraduate Incomplete,No Programming Knowledge,Trainee,Employed,Employed,Self-employed,Employee,True,False,False,True,Free Annual Course,Testing QA,2022-1,Quite a Bit,True
884,2904,25-34,Postgraduate Complete,No Programming Knowledge,Junior,Employed,Employed,Informal Worker,Own Business,True,True,False,True,Free Quarterly Course;Free Annual Course,Testing QA,2020-2,A Lot,True
885,1212,35-44,Postgraduate Incomplete,Trainee,Junior,Unemployed and Looking for Work,Unemployed and Not Looking for Work,Employee,Informal Worker,False,False,False,True,Free Annual Course;Paid University Education;Paid Annual Course,Testing QA,2021-2,Neutral,True
886,2150,Under 25,University Complete,Junior,Junior,Unemployed and Looking for Work,Employed,Own Business,Employee,False,False,False,False,,FullStack JavaScript / Node.js,2021-1,A Lot,False
887,1665,Under 25,Secondary Incomplete,Trainee,Junior,Employed,Employed,Employee,Self-employed,True,True,False,True,Paid University Education;Free Quarterly Course;Paid Tertiary Education,FullStack PHP,2021-1,A Lot,True
888,216,35-44,Postgraduate Complete,Junior,Junior,Unemployed and Looking for Work,Employed,Employee,Self-employed,False,False,False,False,,FullStack PHP,2020-2,Neutral,False
889,871,35-44,Secondary Complete,Trainee,Trainee,Unemployed and Looking for Work,Unemployed and Looking for Work,Self-employed,Employee,False,False,False,False,,FullStack JavaScript / Node.js,2021-1,A Lot,True
890,2167,Under 25,Secondary Complete,Semi Senior,Semi Senior,Employed,Employed,Informal Worker,Self-employed,False,False,False,True,Other,Testing QA,2021-1,Quite a Bit,True
891,1889,25-34,Postgraduate Incomplete,Trainee,Semi Senior,Employed,Employed,Self-employed,Self-employed,False,False,False,False,,Big Data,2020-2,A Lot,True
892,1559,35-44,University Complete,No Programming Knowledge,Junior,Employed,Employed,Informal Worker,Self-employed,False,True,True,True,Free Tertiary Education;Free University Education,FullStack Python,2022-1,A Little,True
893,2603,25-34,Postgraduate Incomplete,No Programming Knowledge,Trainee,Employed,Employed,Self-employed,Informal Worker,True,True,False,True,Free Tertiary Education,UX/UI Design,2021-2,Quite a Bit,True
894,1998,25-34,Tertiary Complete,Junior,Junior,Employed,Unemployed and Looking for Work,Employee,Own Business,True,False,False,True,Free Tertiary Education;Free University Education;Free Annual Course,FullStack PHP,2022-1,A Lot,False
895,467,25-34,University Incomplete,Trainee,Semi Senior,Unemployed and Not Looking for Work,Employed,Own Business,Informal Worker,False,True,True,True,Free Annual Course;Other;Paid Annual Course,UX/UI Design,2020-2,A Lot,True
896,930,25-34,University Incomplete,No Programming Knowledge,Trainee,Employed,Employed,Own Business,Own Business,False,True,False,True,Free Quarterly Course;Paid Annual Course;Other,FullStack JavaScript / Node.js,2022-1,Quite a Bit,True
897,2036,35-44,University Complete,No Programming Knowledge,Trainee,Unemployed and Looking for Work,Employed,Self-employed,Informal Worker,False,False,False,True,Free Annual Course,FullStack Java,2022-1,Quite a Bit,True
